,facility_code,facility_name,hospital_type,owner,no_of_beds,no_of_cots,no_of_icu_beds,open_24_hours,open_weekends,operational_status,art,c-imci,fp,hbc,ipd,"core_health_workforce_per_10,000_population",total_population,county,constituency,nearest_town
160,11015,Soldier Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,Y,N,N,31.0,759164,nyeri,KIENI,Chaka
161,11016,Solea Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,KANDARA,Kandara
162,15606,Solian Dispensary,Dispensary,Ministry of Health,10,0,0.0,N,N,Operational,N,N,Y,Y,Y,10.6,666763,baringo,ELDAMA RAVINE,Eldama Ravine
163,15607,Soliat Dispensary,Dispensary,Ministry of Health,1,0,5.0,N,N,Operational,N,N,Y,N,Y,16.2,901777,kericho,AINAMOI,Kericho
164,17575,Solio Dispensary,Dispensary,Ministry of Health,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,KIENI,Narumoru
165,17666,Sololo Makutano Dispensary,Dispensary,Ministry of Health,0,0,0.0,Y,Y,Operational,N,N,N,N,N,13.5,459785,marsabit,SAKU,Sololo
166,12739,Sololo Mission Hospital,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,130,0,0.0,Y,Y,Operational,Y,Y,N,Y,Y,13.5,459785,marsabit,MOYALE,Sololo
167,19041,Solution Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,Y,Operational,N,N,N,N,N,10.0,841353,garissa,DUJIS,0
168,15608,Solyot Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,8.9,875689,bomet,BOMET,Tarakwa
169,12740,Somare Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,13.5,459785,marsabit,MOYALE,Moyale
170,11804,Sombo Dispensary,Dispensary,Ministry of Health,1,0,0.0,N,N,Operational,N,N,Y,N,Y,7.2,315943,tanariver,BURA,Sombo
171,11017,Somo Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,4.0,N,N,Operational,N,N,Y,N,Y,17.068633206144384,1056640,murang'a,GATANGA,0
172,16132,Sonak Clinic,Medical Clinic,Private Practice - Nurse / Midwife,20,2,9.0,N,N,Operational,N,Y,Y,Y,N,9.9,1867579,kakamega,KHWISERO,Khwisero
173,15609,Sondany Dispensary,Dispensary,Other Faith Based,0,0,0.0,N,N,Operational,N,N,Y,N,Y,9.3,621241,westpokot,SIGOR,Sondany
174,14096,Sondu Health Centre,Health Centre,Ministry of Health,0,0,21.0,Y,Y,Operational,Y,N,Y,Y,Y,22.6,1155574,kisumu,NYAKACH,Sondu
175,12741,Songa Health Centre,Health Centre,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,13.5,459785,marsabit,SAKU,Marsabit
177,15611,Songonyet Dispensary,Dispensary,Ministry of Health,4,0,5.0,N,N,Operational,N,N,Y,N,Y,16.2,901777,kericho,KIPKELION,Forttenan
178,14097,Sony Medical Centre,Health Centre,Company Medical Service,4,0,0.0,N,N,Operational,N,Y,Y,Y,Y,11.3,1116436,migori,RONGO,Awendo
182,15613,Sore Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,Y,N,10.6,666763,baringo,MOGOTIO,Mogotio
183,14098,Sori Lakeside Nursing and Maternity Home,Maternity Home,Christian Health Association of Kenya,100,2,0.0,N,N,Operational,Y,Y,Y,Y,Y,11.3,1116436,migori,NYATIKE,Sori
184,16673,Sorok Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,10.6,666763,baringo,BARINGO CENTRAL,Kabarnet
185,20386,SOS Children Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,21.0,N,N,Operational,N,N,N,N,N,22.6,1155574,kisumu,KISUMU RURAL,Kiboswa
186,13189,SOS Dispensary,Dispensary,Non-Governmental Organizations,0,0,258.0,N,N,Operational,N,Y,Y,N,Y,26.3,4397073,nairobi,EMBAKASI WEST,Nairobi
187,17945,Sos Medical Clinic (Eldoret East),Medical Clinic,Private Enterprise (Institution),0,0,55.0,N,Y,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET EAST,Eldoret
188,14099,Sosera Dispensary,Dispensary,Ministry of Health,2,0,13.0,N,N,Operational,N,N,Y,Y,Y,13.6,1266860,kisii,NYARIBARI MASABA,Sosera
189,15614,Sosian Dispensary,Dispensary,Ministry of Health,2,0,0.0,N,N,Operational,N,N,N,Y,N,16.5,518580,laikipia,LAIKIPIA WEST,Kinamba ( Sosian)
190,15615,Sosiana Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,Y,N,Y,6.1,1157873,narok,KILGORIS,Murgan
191,15616,Sosiani Health Centre,Health Centre,Ministry of Health,12,0,55.0,Y,Y,Operational,N,N,Y,N,Y,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
192,19389,Sosio Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,23.0,N,N,Operational,N,N,N,N,N,8.5,1670570,bungoma,MT. ELGON,Kaptama
193,15617,Sosiot Health Centre,Health Centre,Ministry of Health,26,2,5.0,Y,Y,Operational,Y,Y,Y,Y,Y,16.2,901777,kericho,BELGUT,Kericho
194,20846,Sosiot Medical Centre,Medical Clinic,Private Practice - Clinical Officer,6,0,5.0,Y,Y,Operational,N,N,N,N,N,16.2,901777,kericho,BELGUT,Sosiot
195,15618,Sosit Dispensary,Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,N,Y,N,N,16.2,901777,kericho,BELGUT,Kapkatet
196,11805,Sosoni Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,Y,Operational,N,N,Y,Y,Y,10.0,1453787,kilifi,MAGARINI,Wakala
197,20675,Sostin  Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,9.3,621241,westpokot,SIGOR,0
198,17993,Soteni Dispensary,Dispensary,Non-Governmental Organizations,8,0,23.0,Y,Y,Operational,N,N,N,N,N,8.5,1670570,bungoma,KIMILILI,Naitiri
199,15619,Sotik Health Centre,Health Centre,Ministry of Health,8,0,0.0,Y,Y,Operational,N,N,Y,Y,Y,8.9,875689,bomet,SOTIK (PART),Sotik
200,14100,Sotik Highlands Dispensary,Dispensary,Private Enterprise (Institution),5,0,0.0,N,N,Operational,N,N,Y,Y,Y,14.1,605576,nyamira,NORTH MUGIRANGO,Ikonge
201,17880,Sotik Town VCT,VCT Centre (Stand-Alone),Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,SOTIK (PART),Sotik
203,17807,St Joseph's The Worker,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,6.0,N,N,Operational,N,N,N,N,N,6.1,1157873,narok,NAROK NORTH,Nairagie Enkare
204,12756,St Joy Afya Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,Y,Y,Y,18.6,1545714,meru,IGEMBE,Kanuni Market
205,17252,St Jude Catholic Dispensary,Dispensary,Christian Health Association of Kenya,2,0,55.0,N,N,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
206,11046,St Jude Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,NDIA,Kibingoti
207,14112,St Jude Health Centre (Icipe),Health Centre,Private Enterprise (Institution),12,2,0.0,N,N,Operational,Y,Y,Y,Y,Y,14.2,1131950,homabay,MBITA,Mbita
208,17835,St Jude Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,1,1,5.0,N,Y,Operational,N,N,N,N,N,21.2,608599,embu,SIAKAGO,Ngiiri Market
209,17974,St Jude Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,LIMURU,Kamirithu
210,16513,St Jude Medical Clinic (Maragua),Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,N,N,Y,N,N,17.068633206144384,1056640,murang'a,MARAGWA,Maragua
211,19672,St Jude Theddeus Mc,Medical Clinic,Private Practice - Clinical Officer,0,0,0.0,N,Y,Operational,N,N,N,N,N,7.5,990341,transnzoia,SABOTI,Kitale
212,14113,St Jude's Clinic,Medical Clinic,Private Enterprise (Institution),0,0,21.0,N,N,Operational,N,Y,Y,Y,Y,22.6,1155574,kisumu,KISUMU TOWN EAST,Kisumu
213,13212,St Jude's Health Centre,Health Centre,Private Enterprise (Institution),7,0,258.0,Y,Y,Operational,Y,Y,Y,Y,Y,26.3,4397073,nairobi,DAGORETTI NORTH,Kinyanjui Road
214,13211,St Jude's Medical Centre,Medical Clinic,Private Enterprise (Institution),0,0,258.0,Y,Y,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,EMBAKASI CENTRAL,Nairobi
215,18198,St Judes Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Kiserian
216,19603,St Judes Nursing Hospital,Other Hospital,Private Practice - Medical Specialist,10,0,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,GATUNDU SOUTH,Gatundu
217,15648,St Kevina Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,55.0,N,N,Operational,N,N,Y,N,Y,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
218,14114,St Kizito Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,15,3,0.0,N,N,Operational,N,Y,N,N,Y,11.3,1116436,migori,KURIA,Kehancha
219,12757,St Kizito Mission,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,3,0,5.0,N,N,Operational,N,N,N,Y,Y,18.2,1421932,machakos,YATTA,Kambi Ya Mawe
220,16345,St Ladislaus Dispensary,Dispensary,Other Faith Based,0,0,55.0,N,N,Operational,Y,N,N,N,Y,28.2,1163186,uasingishu,ELDORET SOUTH,Eldoret
221,17517,St Lawrence Dispensary,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,0,0,0.0,N,N,Operational,N,N,N,N,N,11.6,638289,nyandarua,KINANGOP,0
222,15649,St Leonard Hospital,Other Hospital,Private Enterprise (Institution),12,4,5.0,N,N,Operational,N,N,Y,Y,Y,16.2,901777,kericho,AINAMOI,Kericho
223,19280,St Louis Community Hospital,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,ROYSAMBU,just behind auncle sams bar
224,17370,St Lucy Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,KABETE,Zambezi
225,12758,St Lucy's Hospital,Other Hospital,Private Enterprise (Institution),16,0,0.0,N,N,Operational,Y,Y,Y,Y,Y,33.8,393177,tharakanithi,CHUKA IGAMBANGOMBE,Chuka Town
226,20139,St Luke Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAKURU TOWN,Near Sec 58
227,17238,St Luke Kihuro (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,0,0,4.0,N,N,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,MATHIOYA,KAMACHARIA MARKET
228,20588,Star clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,6.0,N,Y,Operational,N,N,N,N,N,8.0,866820,kwale,MATUGA,Tiribe market
229,11829,Star Hospital,Other Hospital,Private Enterprise (Institution),19,6,0.0,Y,Y,Operational,N,N,Y,N,N,10.0,1453787,kilifi,MALINDI,Malindi
230,14129,Star Maternity & Nursing Home,Nursing Home,Private Enterprise (Institution),22,0,21.0,N,N,Operational,N,Y,Y,Y,Y,22.6,1155574,kisumu,KISUMU TOWN EAST,Kisumu
231,15671,Star Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,Y,Operational,N,N,Y,Y,Y,19.3,2162202,nakuru,NAKURU TOWN,Nakuru Town
232,11830,Star of Good Hope Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,6.0,N,N,Operational,N,N,Y,Y,N,8.0,866820,kwale,MATUGA,Ukunda
233,20314,Star of the Sea Health Clinic,Medical Clinic,Private Practice - Nurse / Midwife,1,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Embulbul
234,19422,Starehe Boys Centre School Clinic,Medical Clinic,Academic (if registered),0,0,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,STAREHE,Kariokor market
235,20180,Star-Heal Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,2,0,0.0,Y,Y,Operational,N,N,N,N,N,11.3,1116436,migori,MIGORI,Total towards Wuoth Ogik Eastate
236,16358,Starlight Mti Moja,Dispensary,Ministry of Health,0,0,55.0,N,N,Operational,N,N,Y,N,Y,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
237,15672,Starlite Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,19.0,N,N,Operational,N,N,Y,Y,Y,19.3,2162202,nakuru,NAKURU TOWN,Nakuru Town
238,19276,Stars General Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,ROYSAMBU,just opp catholic church zimerman (base stage)
239,13231,State House Clinic,Dispensary,Local Authority,0,0,258.0,N,N,Operational,N,N,Y,N,Y,26.3,4397073,nairobi,DAGORETTI NORTH,Nairobi
240,11831,State House Dispensary (Mombasa),Dispensary,Ministry of Health,0,0,36.0,N,N,Operational,N,N,Y,Y,Y,19.2,1208333,mombasa,MVITA,Mombasa
241,13232,State House Dispensary (Nairobi),Dispensary,Ministry of Health,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,DAGORETTI NORTH,Near Hurlingham
242,15673,State House Dispensary (Nakuru),Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,Y,Y,N,19.3,2162202,nakuru,NAKURU TOWN,Nakuru Town
243,15674,State Lodge Dispensary,Dispensary,Ministry of Health,0,0,55.0,N,N,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET EAST,Eldoret
244,18018,Station Side Makupa Clinic,Medical Clinic,Private Practice - Unspecified,4,0,36.0,Y,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,MVITA,Majengo Market
245,11832,Stella Maris Medical Clinic,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,0,0,36.0,N,N,Operational,N,N,N,N,Y,19.2,1208333,mombasa,LIKONI,Mombasa
246,15675,Stgetrude Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,55.0,N,N,Operational,N,N,Y,N,Y,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
248,17700,Stops Medical Clinic Kenya Ltd,Medical Clinic,Private Practice - Nurse / Midwife,0,0,21.0,N,Y,Operational,N,N,N,N,N,22.6,1155574,kisumu,KISUMU TOWN EAST,Kondele Market
249,18973,Stralight Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,0.0,N,Y,Operational,N,N,N,N,N,11.6,638289,nyandarua,KINANGOP,Njabini Town
250,18574,Strathmore University Medical Centre,Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,LANG'ATA,Nairobi West T Mall
251,15676,Stream of Life Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,Y,Operational,N,N,Y,Y,Y,19.3,2162202,nakuru,NAKURU TOWN,Nakuru Town
252,12795,Tharaka District Hospital,District Hospital,Ministry of Health,54,0,0.0,Y,Y,Operational,Y,Y,Y,Y,Y,33.8,393177,tharakanithi,THARAKA,Marimanti Market
253,12794,Tharaka Health Centre,Health Centre,Ministry of Health,5,0,0.0,Y,Y,Operational,N,Y,Y,Y,Y,14.9,1136187,kitui,MWINGI NORTH,Ciampiu
254,21028,Tharaka Nithi County Beyond Zero Mobile Clinic,Dispensary,Ministry of Health,1,0,0.0,N,Y,Operational,N,N,N,N,N,33.8,393177,tharakanithi,CHUKA IGAMBANGOMBE,0
255,18328,The Aga Khan University Hospital (Meru),Medical Clinic,Private Practice - General Practitioner,0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru town center
256,21085,The Aga Khan University Hospital T Mall,Medical Centre,Private Enterprise (Institution),0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,LANG'ATA,TMall
257,19376,The Arcade Medical Centre,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,RUARAKA,Next to stage 29/30
258,20949,The Aurora Health Care,Medical Clinic,Private Practice - Unspecified,0,0,0.0,Y,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Ngong
259,18304,The Co-Operative University College of Kenya Dispe,Dispensary,Parastatal,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,LANG'ATA,Hardy
260,20295,The Great Lakes Medical Centre,Medical Centre,Private Enterprise (Institution),29,0,0.0,N,Y,Operational,N,N,N,N,N,12.2,590013,vihiga,EMUHAYA,Luanda Town
261,19247,The Hanna Medicare Centre,Medical Clinic,Private Practice - General Practitioner,0,0,0.0,N,N,Operational,N,N,N,N,N,8.8,885711,nandi,MOSOP,Mosoriot
262,18041,The Haven Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Ruiru
263,18415,The Hope Medical Centre-Awasi,Nursing Home,Christian Health Association of Kenya,24,6,21.0,Y,Y,Operational,N,N,N,N,N,22.6,1155574,kisumu,NYANDO,Awasi
264,13004,The Karen Hospital,Other Hospital,Private Enterprise (Institution),102,0,258.0,Y,Y,Operational,N,Y,Y,Y,Y,26.3,4397073,nairobi,LANG'ATA,Karen shopping center
265,18327,The Karen Hospital (Meru),Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru town center
266,18461,The Kitui Marternity and Nursing Home,Nursing Home,Private Practice - Unspecified,14,3,0.0,Y,Y,Operational,N,N,N,N,N,14.9,1136187,kitui,KITUI CENTRAL,Kitui
267,19434,The Mater Embakasi Clinic,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,4,2,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,EMBAKASI SOUTH,Donholm
268,19543,The Mater Hospital (Westlands),Medical Clinic,Private Practice - General Practitioner,0,0,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,WESTLANDS,0
269,17657,The Mater Hospital Buruburu,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,MAKADARA,Buruburu Market
270,13074,The Mater Hospital Mukuru,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,166,42,258.0,Y,Y,Operational,Y,Y,N,Y,Y,26.3,4397073,nairobi,STAREHE,South B Shopping Centre
271,18476,The Mater Hospital Thika Satellite,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,0,0,19.0,N,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Thika  Town
272,12490,The Mediance Nursing Home,Medical Clinic,Private Enterprise (Institution),78,0,5.0,N,N,Operational,N,Y,N,N,N,18.2,1421932,machakos,YATTA,Matuu
273,19101,The Nairobi Hospital Out-Patient Centre Galeria,Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,LANG'ATA,0
275,19396,Tumaini Mwangaza ( Korogocho),Medical Clinic,Private Practice - General Practitioner,12,2,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,RUARAKA,Near chief's camp
276,11122,Tumaini National Youth Service Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,11.6,638289,nyandarua,OL KALOU,Olkalau
277,12809,Tumaini Rh Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,5.0,N,Y,Operational,N,N,N,N,N,18.2,1421932,machakos,KANGUNDO,Tala
278,20934,Tumaini Sondu Disc,Medical Clinic,Private Practice - Clinical Officer,0,0,21.0,N,Y,Operational,N,N,N,N,N,22.6,1155574,kisumu,NYAKACH,Sondu Market
279,20437,Tumaini Wellness Centre,Medical Clinic,Private Practice - Unspecified,0,0,13.0,N,Y,Operational,N,N,N,N,N,13.6,1266860,kisii,KITUTU CHACHE,Kisii Municipality Market
280,15751,Tumoi Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,CHEPALUNGU,sigor
281,11124,Tumutumu (PCEA) Hospital,Other Hospital,Christian Health Association of Kenya,203,18,14.0,N,N,Operational,N,Y,Y,Y,Y,31.0,759164,nyeri,MATHIRA,Giagatika
282,11123,Tumutumu Community Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Githurai 45
284,12812,Tungutu Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,14.9,1136187,kitui,KITUI CENTRAL,Kitui
285,20469,Tunoiwo Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,10.6,666763,baringo,BARINGO NORTH,0
286,11125,Tunuku Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,NYERI TOWN,Nyeri Town
287,12813,Tunyai Dispensary,Dispensary,Ministry of Health,15,0,0.0,N,N,Operational,N,N,Y,Y,Y,33.8,393177,tharakanithi,THARAKA,Tunyai
288,15752,Tunyo Dispensary,Dispensary,Ministry of Health,0,0,0,N,N,Operational,N,N,N,N,N,9.9,454480,elgeyomarakwet,MARAKWET WEST,Kapsowar
290,17620,Tuonane VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,0,0,36.0,N,N,Operational,N,N,N,N,N,19.2,1208333,mombasa,MVITA,Kibokoni
291,12814,Tupendane Dispensary,Dispensary,Community,4,0,0.0,N,N,Operational,N,N,Y,Y,Y,22.0,268002,isiolo,ISIOLO NORTH,Isiolo
292,11126,Turasha Dispensary,Dispensary,Ministry of Health,5,0,0.0,N,N,Operational,N,N,N,Y,Y,11.6,638289,nyandarua,KIPIPIRI,Turasha
293,12815,Turbi Dispensary (Marsabit North),Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,13.5,459785,marsabit,NORTH HORR,Turbi
294,16154,Turbo Forest Dispensary,Dispensary,Ministry of Health,0,0,9.0,N,N,Operational,N,Y,Y,Y,Y,9.9,1867579,kakamega,LUGARI,Turbo
295,15753,Turbo Health Centre,Health Centre,Ministry of Health,12,0,55.0,Y,Y,Operational,Y,Y,Y,N,Y,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
296,21080,Turesia Dispensary,Dispensary,Ministry of Health,0,0,0,N,N,Operational,N,N,N,N,N,9.9,454480,elgeyomarakwet,KEIYO SOUTH,Turesia
297,16820,Turi (PCEA) Dispensary,Dispensary,Christian Health Association of Kenya,0,0,19.0,N,N,Operational,N,N,N,N,N,19.3,2162202,nakuru,MOLO,Molo
298,18103,Turi AIC Health Centre,Dispensary,Christian Health Association of Kenya,0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,MOLO,Turi
299,17689,Viragoni Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,10.0,1453787,kilifi,KALOLENI,Kajionee Market
300,20945,Virgin Hospital,Nursing Home,Private Enterprise (Institution),0,0,4.0,Y,Y,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,MARAGWA,Maragua
301,20175,Virhembe Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,2,2,9.0,N,Y,Operational,N,N,N,N,N,9.9,1867579,kakamega,SHINYALU,Shinyalu
303,16190,Vishakani Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,10.0,1453787,kilifi,KALOLENI,Kaloleni
304,19758,Vision Dental Clinic,Dental Clinic,Private Practice - Unspecified,0,0,0.0,N,Y,Operational,N,N,N,N,N,7.5,990341,transnzoia,SABOTI,Kitale
305,19810,Vision Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,KERUGOYA/KUTUS,Kagumo
306,11150,Vision Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,Y,N,N,31.0,759164,nyeri,KIENI,Gakawa
307,17849,Vision Medical Clinic Butere,Medical Clinic,Private Practice - Clinical Officer,1,1,9.0,N,N,Operational,N,N,N,N,N,9.9,1867579,kakamega,BUTERE,Bukura
308,21270,Vision Medical Clinic- Esibuye,Medical Clinic,Private Practice - Nurse / Midwife,2,0,0.0,N,Y,Operational,N,N,N,N,N,12.2,590013,vihiga,EMUHAYA,Esibuye Market
309,13248,Vision Peoples Inter Health Centre,Health Centre,Other Faith Based,0,0,258.0,N,N,Operational,N,N,Y,N,Y,26.3,4397073,nairobi,RUARAKA,Nairobi
310,11883,Vitengeni Health Centre,Health Centre,Ministry of Health,5,0,0.0,N,Y,Operational,Y,Y,Y,Y,Y,10.0,1453787,kilifi,GANZE,Vitengeni
311,11884,Vitsangalaweni Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,Y,Y,Y,8.0,866820,kwale,MSAMBWENI,Lunga Lunga
